return_id,order_id,customer_id,return_date,reason,refund_amount,days_to_return
RET10390,ORD101003,CUST11945,2026-01-18,Better price elsewhere,1716,6
RET10391,ORD101004,CUST11534,2026-02-11,Damaged in shipping,17771,9
RET10392,ORD101005,CUST11456,2026-02-15,Wrong item received,366,11
RET10393,ORD101006,CUST10891,2026-02-08,Defective product,1255,12
RET10394,ORD101008,CUST11193,2026-02-07,Quality not as expected,248,4
RET10395,ORD101011,CUST10087,2026-01-27,Wrong item received,179,2
RET10396,ORD101013,CUST11307,2026-02-04,Damaged in shipping,11479,4
RET10397,ORD101014,CUST10642,2026-02-03,Better price elsewhere,4448,13
RET10398,ORD101017,CUST11483,2026-01-20,Quality not as expected,1891,6
RET10399,ORD101019,CUST11904,2026-02-23,Wrong item received,2098,2
RET10400,ORD101022,CUST11252,2026-02-07,Product not as described,1097,3
RET10401,ORD101023,CUST11991,2026-02-02,Defective product,645,14
RET10402,ORD101026,CUST11178,2026-02-06,Changed mind,536,3
RET10403,ORD101027,CUST10329,2026-02-17,Product not as described,95,3
RET10404,ORD101028,CUST11506,2026-01-10,Damaged in shipping,1131,8
RET10405,ORD101029,CUST11792,2026-01-30,Size/fit issue,7654,2
RET10406,ORD101031,CUST11917,2026-02-19,Changed mind,367,2
RET10407,ORD101032,CUST10689,2026-02-12,Quality not as expected,1012,8
RET10408,ORD101035,CUST11815,2026-03-13,Wrong item received,351,14
RET10409,ORD101039,CUST10122,2026-02-03,Damaged in shipping,434,8
RET10410,ORD101044,CUST11668,2026-01-29,Better price elsewhere,977,2
RET10411,ORD101046,CUST11292,2026-02-08,Better price elsewhere,510,4
RET10412,ORD101047,CUST10362,2026-02-10,Wrong item received,816,11
RET10413,ORD101054,CUST11082,2026-01-26,Product not as described,199,5
RET10414,ORD101055,CUST10831,2026-03-10,Size/fit issue,167,11
RET10415,ORD101061,CUST11242,2026-02-04,Size/fit issue,84,8
RET10416,ORD101063,CUST11986,2026-02-05,Damaged in shipping,1105,9
RET10417,ORD101065,CUST10364,2026-02-16,Changed mind,474,3
RET10418,ORD101066,CUST11466,2026-02-28,Wrong item received,3148,12
RET10419,ORD101067,CUST10800,2026-01-27,Quality not as expected,907,3
RET10420,ORD101070,CUST10662,2026-01-26,Damaged in shipping,703,12
RET10421,ORD101071,CUST10703,2026-01-19,Wrong item received,1211,4
RET10422,ORD101073,CUST11511,2026-03-10,Quality not as expected,459,12
RET10423,ORD101076,CUST11208,2026-01-06,Wrong item received,9285,1
RET10424,ORD101077,CUST11175,2026-02-01,Better price elsewhere,1745,6
RET10425,ORD101082,CUST11245,2026-02-08,Damaged in shipping,3067,6
RET10426,ORD101083,CUST10841,2026-01-21,Defective product,50,5
RET10427,ORD101084,CUST10938,2026-02-16,Defective product,501,6
RET10428,ORD101087,CUST10543,2026-01-31,Damaged in shipping,1917,10
RET10429,ORD101089,CUST11793,2026-02-03,Better price elsewhere,1012,13
RET10430,ORD101091,CUST10285,2026-02-01,Better price elsewhere,838,2
RET10431,ORD101092,CUST10819,2026-02-16,Better price elsewhere,1917,11
RET10432,ORD101095,CUST10213,2026-01-18,Better price elsewhere,1389,3
RET10433,ORD101097,CUST10675,2026-01-22,Quality not as expected,977,2
RET10434,ORD101100,CUST10851,2026-01-29,Better price elsewhere,755,13
RET10435,ORD101102,CUST10096,2026-01-26,Size/fit issue,399,12
RET10436,ORD101114,CUST10472,2026-03-12,Quality not as expected,1850,12
RET10437,ORD101117,CUST11362,2026-02-02,Better price elsewhere,1861,5
RET10438,ORD101122,CUST11573,2026-01-19,Damaged in shipping,790,7
RET10439,ORD101129,CUST11736,2026-03-01,Wrong item received,2904,7
RET10440,ORD101130,CUST10461,2026-01-13,Damaged in shipping,207,12
RET10441,ORD101131,CUST10167,2026-01-23,Product not as described,281,14
RET10442,ORD101132,CUST11492,2026-01-21,Better price elsewhere,494,7
RET10443,ORD101134,CUST10006,2026-01-28,Wrong item received,28834,12
RET10444,ORD101137,CUST11890,2026-02-15,Quality not as expected,1108,5
RET10445,ORD101139,CUST11581,2026-02-12,Damaged in shipping,1850,8
RET10446,ORD101141,CUST11134,2026-01-17,Quality not as expected,1211,6
RET10447,ORD101142,CUST11369,2026-01-19,Quality not as expected,2992,8
RET10448,ORD101146,CUST11083,2026-02-12,Better price elsewhere,2802,2
RET10449,ORD101148,CUST10930,2026-01-25,Wrong item received,642,7
RET10450,ORD101149,CUST11566,2026-02-22,Better price elsewhere,14417,12
RET10451,ORD101150,CUST11581,2026-01-25,Quality not as expected,489,5
RET10452,ORD101152,CUST10729,2026-01-28,Quality not as expected,1745,8
RET10453,ORD101156,CUST10170,2026-03-02,Changed mind,112,10
RET10454,ORD101157,CUST10411,2026-02-28,Changed mind,2622,6
RET10455,ORD101162,CUST10019,2026-02-27,Quality not as expected,128,5
RET10456,ORD101163,CUST10376,2026-02-21,Quality not as expected,2129,8
RET10457,ORD101164,CUST10371,2026-02-02,Defective product,22873,4
RET10458,ORD101168,CUST10870,2026-02-10,Changed mind,1190,10
RET10459,ORD101169,CUST10571,2026-01-26,Wrong item received,867,1
RET10460,ORD101173,CUST11203,2026-02-09,Size/fit issue,1696,3
RET10461,ORD101176,CUST11412,2026-01-17,Wrong item received,637,9
RET10462,ORD101178,CUST11088,2026-01-27,Damaged in shipping,906,12
RET10463,ORD101179,CUST10335,2026-02-24,Better price elsewhere,2515,9
RET10464,ORD101180,CUST11217,2026-02-21,Product not as described,122054,9
RET10465,ORD101183,CUST11268,2026-03-02,Wrong item received,296,3
RET10466,ORD101184,CUST11193,2026-02-04,Defective product,50,6
RET10467,ORD101185,CUST11865,2026-01-27,Size/fit issue,345,3
RET10468,ORD101187,CUST11936,2026-02-24,Quality not as expected,501,7
RET10469,ORD101188,CUST11213,2026-01-24,Defective product,273,12
RET10470,ORD101189,CUST10903,2026-02-14,Defective product,500,7
RET10471,ORD101193,CUST11875,2026-01-20,Damaged in shipping,956,3
RET10472,ORD101195,CUST11016,2026-03-06,Size/fit issue,1038,9
RET10473,ORD101198,CUST11081,2026-02-02,Quality not as expected,633,11
RET10474,ORD101199,CUST11587,2026-02-13,Wrong item received,885,7
RET10475,ORD101204,CUST10758,2026-01-17,Damaged in shipping,2129,7
RET10476,ORD101206,CUST11685,2026-02-05,Quality not as expected,35998,12
RET10477,ORD101207,CUST11697,2026-01-27,Quality not as expected,839,6
RET10478,ORD101208,CUST11545,2026-02-08,Wrong item received,413,9
RET10479,ORD101214,CUST10248,2026-02-22,Quality not as expected,56737,6
RET10480,ORD101215,CUST11175,2026-02-24,Quality not as expected,1018,10
RET10481,ORD101216,CUST11692,2026-02-23,Product not as described,1508,2
RET10482,ORD101217,CUST11028,2026-01-15,Product not as described,302,7
RET10483,ORD101220,CUST10142,2026-01-29,Quality not as expected,906,7
RET10484,ORD101221,CUST10421,2026-02-25,Quality not as expected,1638,7
RET10485,ORD101230,CUST10777,2026-01-25,Defective product,1917,9
RET10486,ORD101233,CUST11115,2026-02-06,Size/fit issue,789,10
RET10487,ORD101235,CUST10362,2026-01-16,Quality not as expected,4448,10
RET10488,ORD101243,CUST11004,2026-01-12,Size/fit issue,1440,11
RET10489,ORD101244,CUST10996,2026-01-16,Changed mind,947,2
RET10490,ORD101245,CUST11912,2026-02-06,Changed mind,50,4
RET10491,ORD101246,CUST11297,2026-02-15,Wrong item received,23753,2
RET10492,ORD101248,CUST11626,2026-01-14,Size/fit issue,50151,12
RET10493,ORD101249,CUST10856,2026-02-08,Quality not as expected,1012,13
RET10494,ORD101255,CUST11101,2026-03-01,Defective product,779,2
RET10495,ORD101258,CUST11615,2026-02-20,Product not as described,2324,2
RET10496,ORD101259,CUST11704,2026-01-23,Product not as described,3148,5
RET10497,ORD101260,CUST10415,2026-01-22,Better price elsewhere,2992,8
RET10498,ORD101261,CUST11038,2026-01-19,Defective product,724,5
RET10499,ORD101264,CUST10920,2026-03-06,Size/fit issue,906,11
RET10500,ORD101266,CUST11929,2026-01-28,Better price elsewhere,167,5
RET10501,ORD101271,CUST11781,2026-03-10,Wrong item received,21015,11
RET10502,ORD101272,CUST10071,2026-02-25,Better price elsewhere,45490,14
RET10503,ORD101279,CUST10202,2026-02-22,Better price elsewhere,2849,12
RET10504,ORD101281,CUST11202,2026-02-23,Defective product,1279,6
RET10505,ORD101282,CUST10309,2026-02-06,Damaged in shipping,500,12
RET10506,ORD101287,CUST11696,2026-01-13,Changed mind,1459,9
RET10507,ORD101290,CUST11118,2026-02-10,Wrong item received,86,12
RET10508,ORD101291,CUST10114,2026-01-18,Changed mind,106577,8
RET10509,ORD101292,CUST11217,2026-02-22,Quality not as expected,847,3
RET10510,ORD101294,CUST11169,2026-01-17,Changed mind,510,4
RET10511,ORD101299,CUST10053,2026-02-02,Defective product,536,3
RET10512,ORD101301,CUST11340,2026-01-15,Defective product,908,4
RET10513,ORD101304,CUST11015,2026-01-21,Wrong item received,489,9
RET10514,ORD101310,CUST10110,2026-02-26,Defective product,50,4
RET10515,ORD101311,CUST10617,2026-03-08,Product not as described,2375,12
RET10516,ORD101312,CUST10376,2026-01-19,Better price elsewhere,510,9
RET10517,ORD101313,CUST10813,2026-01-16,Product not as described,906,6
RET10518,ORD101314,CUST10439,2026-02-15,Better price elsewhere,1107,8
RET10519,ORD101316,CUST11194,2026-02-03,Better price elsewhere,184,14
RET10520,ORD101318,CUST11263,2026-01-19,Damaged in shipping,827,5
RET10521,ORD101319,CUST11313,2026-01-31,Better price elsewhere,529,8
RET10522,ORD101321,CUST11334,2026-02-11,Size/fit issue,970,3
RET10523,ORD101322,CUST11987,2026-02-17,Quality not as expected,281,4
RET10524,ORD101331,CUST11859,2026-02-05,Changed mind,1648,3
RET10525,ORD101337,CUST11169,2026-02-20,Changed mind,1346,4
RET10526,ORD101339,CUST10804,2026-02-28,Wrong item received,829,12
RET10527,ORD101344,CUST10884,2026-01-14,Better price elsewhere,60,4
RET10528,ORD101346,CUST11488,2026-02-24,Wrong item received,1934,11
RET10529,ORD101352,CUST10227,2026-01-10,Wrong item received,1850,9
RET10530,ORD101354,CUST10248,2026-01-16,Damaged in shipping,1097,8
RET10531,ORD101356,CUST10787,2026-03-04,Damaged in shipping,695,14
RET10532,ORD101358,CUST11912,2026-02-22,Defective product,31967,5
RET10533,ORD101360,CUST11515,2026-02-12,Better price elsewhere,2336,3
RET10534,ORD101364,CUST10103,2026-03-02,Quality not as expected,827,2
RET10535,ORD101365,CUST11401,2026-01-21,Size/fit issue,1548,5
RET10536,ORD101369,CUST11421,2026-01-29,Better price elsewhere,23753,7
RET10537,ORD101370,CUST10307,2026-01-05,Damaged in shipping,124,3
RET10538,ORD101372,CUST10743,2026-01-26,Defective product,41774,5
RET10539,ORD101375,CUST11191,2026-02-19,Defective product,262,4
RET10540,ORD101376,CUST10828,2026-02-03,Defective product,7654,5
RET10541,ORD101379,CUST10285,2026-02-25,Changed mind,2426,6
RET10542,ORD101380,CUST11410,2026-01-19,Quality not as expected,1187,9
RET10543,ORD101382,CUST11982,2026-01-17,Quality not as expected,399,7
RET10544,ORD101384,CUST11017,2026-02-24,Product not as described,620,10
RET10545,ORD101386,CUST11304,2026-01-15,Quality not as expected,1047,2
RET10546,ORD101390,CUST11129,2026-01-26,Damaged in shipping,838,4
RET10547,ORD101392,CUST11610,2026-01-25,Damaged in shipping,2873,4
RET10548,ORD101393,CUST10587,2026-03-04,Changed mind,8422,7
RET10549,ORD101394,CUST11809,2026-01-16,Size/fit issue,689,12
RET10550,ORD101395,CUST10354,2026-01-17,Damaged in shipping,1548,13
RET10551,ORD101398,CUST10177,2026-01-08,Better price elsewhere,375,2
RET10552,ORD101401,CUST11341,2026-01-22,Quality not as expected,906,5
RET10553,ORD101402,CUST10023,2026-02-24,Better price elsewhere,284,7
RET10554,ORD101403,CUST11538,2026-01-25,Product not as described,1211,10
RET10555,ORD101407,CUST10784,2026-01-06,Wrong item received,425,4
RET10556,ORD101408,CUST10180,2026-01-22,Size/fit issue,7883,6
RET10557,ORD101411,CUST10531,2026-02-03,Damaged in shipping,1832,11
RET10558,ORD101415,CUST10927,2026-02-06,Damaged in shipping,1792,4
RET10559,ORD101416,CUST10856,2026-03-04,Damaged in shipping,807,11
RET10560,ORD101420,CUST11618,2026-01-22,Quality not as expected,734,3
RET10561,ORD101427,CUST11121,2026-01-12,Wrong item received,1273,4
RET10562,ORD101429,CUST10517,2026-03-02,Size/fit issue,1696,13
RET10563,ORD101430,CUST10730,2026-02-12,Quality not as expected,627,6
RET10564,ORD101432,CUST11316,2026-01-13,Damaged in shipping,627,7
RET10565,ORD101436,CUST10628,2026-01-27,Wrong item received,2452,5
RET10566,ORD101439,CUST11099,2026-02-09,Damaged in shipping,827,14
RET10567,ORD101443,CUST11642,2026-01-22,Better price elsewhere,54959,10
RET10568,ORD101446,CUST11017,2026-01-10,Quality not as expected,489,3
RET10569,ORD101447,CUST10108,2026-01-16,Size/fit issue,12666,3
RET10570,ORD101448,CUST11431,2026-01-20,Damaged in shipping,279,13
RET10571,ORD101451,CUST11921,2026-01-27,Changed mind,76584,13
RET10572,ORD101453,CUST10219,2026-02-25,Damaged in shipping,296,11
RET10573,ORD101456,CUST11290,2026-01-30,Quality not as expected,82523,5
RET10574,ORD101457,CUST11557,2026-01-30,Product not as described,217,7
RET10575,ORD101459,CUST10201,2026-02-16,Size/fit issue,1745,5
RET10576,ORD101462,CUST10421,2026-02-09,Damaged in shipping,1493,11
RET10577,ORD101463,CUST11085,2026-02-27,Better price elsewhere,276,12
RET10578,ORD101465,CUST11070,2026-01-12,Wrong item received,500,11
RET10579,ORD101469,CUST11998,2026-01-14,Wrong item received,20488,4
RET10580,ORD101470,CUST10415,2026-02-19,Changed mind,65,11
RET10581,ORD101472,CUST10993,2026-02-26,Defective product,17729,3
RET10582,ORD101473,CUST10916,2026-02-06,Damaged in shipping,270,10
RET10583,ORD101474,CUST11842,2026-01-05,Size/fit issue,640,4
RET10584,ORD101477,CUST10030,2026-02-13,Changed mind,483,2
RET10585,ORD101478,CUST11777,2026-01-24,Quality not as expected,2375,11
RET10586,ORD101479,CUST10436,2026-02-09,Changed mind,345,14
RET10587,ORD101483,CUST11364,2026-01-09,Size/fit issue,1408,7
RET10588,ORD101486,CUST11740,2026-02-02,Changed mind,1075,9
RET10589,ORD101493,CUST11183,2026-01-21,Damaged in shipping,2542,2
RET10590,ORD101494,CUST10599,2026-01-09,Better price elsewhere,633,4
RET10591,ORD101497,CUST10647,2026-01-28,Defective product,772,13
RET10592,ORD101498,CUST10206,2026-03-05,Damaged in shipping,28064,5
RET10593,ORD101499,CUST10975,2026-01-30,Defective product,2146,6
RET10594,ORD101500,CUST11430,2026-02-05,Quality not as expected,1917,10
RET10595,ORD101503,CUST10006,2026-01-09,Wrong item received,1211,7
RET10596,ORD101509,CUST10919,2026-02-15,Defective product,42753,14
RET10597,ORD101514,CUST10465,2026-02-05,Quality not as expected,886,11
RET10598,ORD101517,CUST10289,2026-01-29,Damaged in shipping,637,6
RET10599,ORD101518,CUST10208,2026-02-05,Defective product,50,6
RET10600,ORD101519,CUST11693,2026-02-09,Size/fit issue,3900,10
RET10601,ORD101520,CUST10786,2026-01-21,Size/fit issue,50,4
RET10602,ORD101525,CUST11721,2026-02-10,Wrong item received,2439,8
RET10603,ORD101526,CUST11375,2026-01-28,Better price elsewhere,638,3
RET10604,ORD101528,CUST11539,2026-02-20,Wrong item received,824,7
RET10605,ORD101531,CUST10021,2026-02-18,Wrong item received,285,7
RET10606,ORD101534,CUST10974,2026-02-22,Size/fit issue,430,8
RET10607,ORD101537,CUST10832,2026-02-21,Better price elsewhere,757,9
RET10608,ORD101539,CUST11211,2026-01-22,Wrong item received,96,7
RET10609,ORD101540,CUST11421,2026-02-28,Defective product,847,9
RET10610,ORD101541,CUST10481,2026-01-04,Better price elsewhere,23753,3
RET10611,ORD101544,CUST11959,2026-01-23,Better price elsewhere,906,2
RET10612,ORD101546,CUST10392,2026-02-25,Damaged in shipping,40731,14
RET10613,ORD101547,CUST10922,2026-03-03,Changed mind,12666,14
RET10614,ORD101549,CUST10705,2026-01-16,Quality not as expected,50,5
RET10615,ORD101554,CUST11492,2026-01-22,Changed mind,1823,10
RET10616,ORD101555,CUST10360,2026-02-19,Damaged in shipping,653,8
RET10617,ORD101556,CUST10211,2026-02-25,Changed mind,2324,7
RET10618,ORD101558,CUST10872,2026-01-19,Size/fit issue,1025,11
RET10619,ORD101563,CUST11711,2026-02-12,Quality not as expected,428,5
RET10620,ORD101564,CUST11197,2026-03-01,Better price elsewhere,50,8
RET10621,ORD101565,CUST10060,2026-01-25,Damaged in shipping,1782,13
RET10622,ORD101566,CUST10195,2026-01-19,Wrong item received,262,1
RET10623,ORD101570,CUST11651,2026-01-29,Changed mind,885,3
RET10624,ORD101572,CUST11927,2026-02-02,Defective product,689,14
RET10625,ORD101573,CUST10378,2026-03-02,Wrong item received,24084,7
RET10626,ORD101574,CUST10519,2026-01-28,Better price elsewhere,512,10
RET10627,ORD101582,CUST11238,2026-01-18,Product not as described,2452,9
RET10628,ORD101583,CUST10323,2026-02-06,Wrong item received,1275,5
RET10629,ORD101584,CUST11763,2026-01-14,Product not as described,3171,3
RET10630,ORD101585,CUST11683,2026-01-27,Damaged in shipping,46164,12
RET10631,ORD101588,CUST10926,2026-02-15,Wrong item received,1341,4
RET10632,ORD101592,CUST10047,2026-02-22,Size/fit issue,908,6
RET10633,ORD101594,CUST10857,2026-02-10,Wrong item received,779,9
RET10634,ORD101595,CUST11733,2026-01-06,Better price elsewhere,867,4
RET10635,ORD101596,CUST11117,2026-02-20,Wrong item received,1012,8
RET10636,ORD101600,CUST11269,2026-01-29,Quality not as expected,689,11
RET10637,ORD101601,CUST11172,2026-01-05,Better price elsewhere,1178,2
RET10638,ORD101602,CUST11840,2026-02-03,Damaged in shipping,690,11
RET10639,ORD101606,CUST11747,2026-01-08,Quality not as expected,124,4
RET10640,ORD101607,CUST11811,2026-01-23,Changed mind,1279,8
RET10641,ORD101611,CUST10394,2026-01-21,Product not as described,345,10
RET10642,ORD101616,CUST11541,2026-01-10,Damaged in shipping,1850,4
RET10643,ORD101619,CUST11948,2026-01-22,Quality not as expected,1019,14
RET10644,ORD101622,CUST10327,2026-03-11,Defective product,182,11
RET10645,ORD101625,CUST11200,2026-01-24,Damaged in shipping,1001,12
RET10646,ORD101630,CUST11436,2026-03-09,Changed mind,50,11
RET10647,ORD101634,CUST11791,2026-01-27,Better price elsewhere,2542,9
RET10648,ORD101635,CUST10340,2026-01-10,Damaged in shipping,2426,3
RET10649,ORD101639,CUST11310,2026-01-27,Defective product,1105,7
RET10650,ORD101643,CUST11761,2026-01-14,Product not as described,1001,4
RET10651,ORD101646,CUST11507,2026-01-15,Quality not as expected,1257,14
RET10652,ORD101659,CUST11040,2026-01-31,Better price elsewhere,825,5
RET10653,ORD101661,CUST10624,2026-01-25,Size/fit issue,910,11
RET10654,ORD101662,CUST11509,2026-01-19,Wrong item received,1228,13
RET10655,ORD101663,CUST10345,2026-01-24,Product not as described,1866,13
RET10656,ORD101668,CUST11557,2026-02-28,Defective product,849,2
RET10657,ORD101669,CUST10026,2026-02-26,Defective product,361,2
RET10658,ORD101670,CUST10503,2026-01-28,Better price elsewhere,50,10
RET10659,ORD101676,CUST11971,2026-02-05,Defective product,1745,12
RET10660,ORD101678,CUST10080,2026-02-19,Defective product,1071,4
RET10661,ORD101681,CUST11268,2026-01-22,Defective product,46941,13
RET10662,ORD101682,CUST11712,2026-01-11,Better price elsewhere,1349,5
